               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 151,            0.036416,            0.015666,           0.0069437,             0.82743,              0.7375,             0.84435,              0.3826,            0.028987,             0.01012,           0.0071762,             0.00505,             0.00505,             0.00505
                 152,            0.043448,            0.012521,           0.0032277,             0.88007,             0.83578,             0.85229,             0.41543,            0.026337,            0.010153,           0.0071304,            0.005017,            0.005017,            0.005017
                 153,            0.042071,            0.013116,           0.0057424,             0.76726,             0.77956,             0.78033,             0.38968,            0.029329,           0.0099113,           0.0070023,            0.004984,            0.004984,            0.004984
                 154,            0.037319,            0.014096,           0.0075809,             0.86928,             0.83219,             0.84699,             0.42109,            0.027085,           0.0098679,           0.0071594,            0.004951,            0.004951,            0.004951
                 155,            0.041227,            0.014348,           0.0063531,             0.80077,             0.84172,             0.83669,             0.42533,             0.02698,           0.0097854,           0.0072769,            0.004918,            0.004918,            0.004918
                 156,            0.035561,            0.014574,           0.0039029,             0.79482,             0.83865,             0.82806,             0.43934,            0.026673,           0.0098963,            0.007106,            0.004885,            0.004885,            0.004885
                 157,            0.034936,            0.014431,           0.0024458,             0.82606,                 0.8,             0.84041,             0.44928,            0.025582,           0.0099821,           0.0072769,            0.004852,            0.004852,            0.004852
                 158,            0.034709,            0.015285,            0.005036,              0.8327,             0.79945,              0.8567,             0.45772,            0.025027,           0.0098524,           0.0076782,            0.004819,            0.004819,            0.004819
                 159,             0.03543,            0.013312,           0.0025575,              0.8788,             0.82848,             0.81699,             0.45785,            0.025122,            0.009676,           0.0077148,            0.004786,            0.004786,            0.004786
                 160,            0.039683,            0.011931,           0.0028812,             0.76239,             0.84474,             0.83168,             0.45958,              0.0249,           0.0096471,           0.0072388,            0.004753,            0.004753,            0.004753
                 161,            0.033701,            0.012629,            0.003281,               0.833,                 0.8,             0.84761,             0.46911,            0.025026,           0.0093803,           0.0067474,             0.00472,             0.00472,             0.00472
                 162,             0.03412,            0.011433,           0.0054343,             0.81702,                 0.8,             0.84752,             0.46978,            0.025149,           0.0093906,           0.0057877,            0.004687,            0.004687,            0.004687
                 163,            0.034949,            0.014076,           0.0038116,             0.77441,             0.89153,             0.82285,             0.45276,            0.027701,           0.0094039,            0.004892,            0.004654,            0.004654,            0.004654
                 164,             0.03985,            0.014949,           0.0057979,             0.77856,                 0.9,             0.86773,             0.42397,            0.026858,           0.0093024,           0.0042786,            0.004621,            0.004621,            0.004621
                 165,            0.034834,            0.011986,           0.0019635,             0.78896,                 0.9,             0.81324,             0.46171,            0.027602,           0.0094311,           0.0040039,            0.004588,            0.004588,            0.004588
                 166,            0.038755,            0.016046,           0.0059184,             0.79734,             0.89445,             0.79862,             0.44188,            0.027845,           0.0094113,           0.0037933,            0.004555,            0.004555,            0.004555
                 167,            0.035803,           0.0095865,           0.0068251,             0.79303,                 0.9,             0.86115,             0.44552,            0.028011,           0.0094478,           0.0039108,            0.004522,            0.004522,            0.004522
                 168,            0.035032,            0.013991,           0.0037441,              0.7794,              0.8976,             0.87237,             0.44588,             0.02721,           0.0093935,           0.0038437,            0.004489,            0.004489,            0.004489
                 169,              0.0374,            0.014964,           0.0043445,             0.78546,                 0.9,             0.87237,             0.48627,            0.026009,           0.0093048,           0.0035141,            0.004456,            0.004456,            0.004456
                 170,            0.035992,             0.01282,           0.0022315,             0.80889,             0.82126,             0.88214,             0.47162,            0.026352,            0.008991,           0.0033684,            0.004423,            0.004423,            0.004423
                 171,            0.033285,             0.01239,           0.0028109,             0.82279,             0.82859,             0.87218,             0.45389,            0.027376,           0.0091522,           0.0033707,             0.00439,             0.00439,             0.00439
                 172,            0.035863,            0.015695,           0.0035525,                   1,             0.71538,             0.89808,             0.48878,            0.026572,           0.0088551,            0.003595,            0.004357,            0.004357,            0.004357
                 173,            0.036072,            0.014225,           0.0044928,              0.8276,             0.83221,             0.88793,             0.44027,            0.026891,           0.0089154,           0.0035965,            0.004324,            0.004324,            0.004324
                 174,            0.036832,            0.012227,           0.0052577,              0.8356,              0.8342,             0.87886,             0.50236,            0.024686,           0.0086379,            0.003923,            0.004291,            0.004291,            0.004291
                 175,            0.035748,            0.012168,           0.0051089,             0.83856,             0.81846,             0.87235,             0.48408,            0.025156,            0.008636,           0.0043076,            0.004258,            0.004258,            0.004258
                 176,            0.030241,            0.011188,           0.0024276,             0.86152,             0.80783,             0.87239,             0.50935,            0.025608,           0.0085979,           0.0046204,            0.004225,            0.004225,            0.004225
                 177,            0.034357,            0.013942,           0.0026293,             0.87428,             0.81799,             0.86664,             0.44741,            0.026899,           0.0086768,           0.0049713,            0.004192,            0.004192,            0.004192
                 178,            0.034589,            0.011672,           0.0027275,             0.79319,              0.8375,             0.86512,             0.49095,             0.02652,           0.0083771,           0.0055801,            0.004159,            0.004159,            0.004159
                 179,            0.032202,            0.013591,           0.0042439,             0.84023,              0.7875,             0.86087,             0.46492,            0.025718,           0.0084627,            0.005722,            0.004126,            0.004126,            0.004126
                 180,            0.033981,            0.014423,           0.0064915,             0.84695,              0.7875,             0.85079,              0.4297,            0.027256,           0.0086651,           0.0064728,            0.004093,            0.004093,            0.004093
                 181,            0.034811,            0.013429,           0.0034779,             0.84581,              0.7875,             0.82937,             0.47371,            0.025413,           0.0083389,           0.0069077,             0.00406,             0.00406,             0.00406
                 182,            0.031367,            0.012828,           0.0015735,             0.84369,              0.7875,             0.83012,             0.41801,            0.028359,           0.0084391,           0.0073868,            0.004027,            0.004027,            0.004027
                 183,            0.038015,            0.011212,           0.0035419,             0.84393,              0.7875,             0.83466,             0.49583,            0.025298,           0.0083065,           0.0076065,            0.003994,            0.003994,            0.003994
                 184,            0.035835,            0.013003,            0.006403,             0.84262,              0.7875,             0.83456,             0.46815,            0.026429,           0.0083866,           0.0077454,            0.003961,            0.003961,            0.003961
                 185,            0.032357,             0.01435,           0.0034491,             0.83936,              0.7875,               0.838,             0.43914,            0.027183,            0.008652,           0.0080109,            0.003928,            0.003928,            0.003928
                 186,            0.036592,            0.014388,           0.0041845,             0.85306,              0.7875,             0.84059,              0.4895,            0.026615,           0.0086551,           0.0081665,            0.003895,            0.003895,            0.003895
                 187,            0.031864,             0.01136,            0.004011,              0.8384,             0.77658,             0.83493,             0.47145,            0.026693,           0.0089924,            0.008493,            0.003862,            0.003862,            0.003862
                 188,            0.031208,            0.012338,           0.0040459,             0.83351,             0.76109,             0.84334,             0.49771,             0.02717,           0.0088298,           0.0089905,            0.003829,            0.003829,            0.003829
                 189,            0.033957,            0.013173,           0.0040584,             0.84062,               0.725,             0.82778,             0.46272,            0.027017,             0.00899,           0.0094025,            0.003796,            0.003796,            0.003796
                 190,            0.034122,            0.012486,           0.0038249,             0.83299,               0.725,              0.8231,             0.49668,            0.026422,           0.0089388,           0.0098602,            0.003763,            0.003763,            0.003763
                 191,             0.03147,            0.013147,           0.0020366,             0.82959,               0.725,             0.79163,             0.43263,            0.027855,            0.009078,            0.010233,             0.00373,             0.00373,             0.00373
                 192,            0.034534,            0.014082,           0.0027213,             0.76521,             0.72318,             0.75374,             0.45397,            0.027417,           0.0089545,            0.010791,            0.003697,            0.003697,            0.003697
                 193,            0.032976,            0.012599,            0.002845,             0.92538,             0.65571,              0.7986,             0.40616,            0.028236,           0.0090446,            0.010855,            0.003664,            0.003664,            0.003664
                 194,            0.034206,            0.011405,            0.003479,             0.82672,             0.72049,             0.82493,             0.44939,            0.026297,           0.0089593,            0.010275,            0.003631,            0.003631,            0.003631
                 195,            0.035005,            0.012393,           0.0018358,             0.71143,              0.7377,             0.77765,             0.46604,            0.026884,           0.0091286,            0.010016,            0.003598,            0.003598,            0.003598
                 196,            0.031633,            0.010837,           0.0020424,             0.86088,             0.72246,             0.78312,             0.44739,            0.026698,           0.0092077,           0.0097748,            0.003565,            0.003565,            0.003565
                 197,            0.033162,            0.012689,           0.0018738,             0.74872,             0.72753,             0.78111,             0.43752,            0.026635,           0.0091264,           0.0095551,            0.003532,            0.003532,            0.003532
                 198,            0.040317,            0.011846,           0.0047339,               0.855,             0.71648,             0.79577,             0.44091,            0.026008,           0.0090191,           0.0090363,            0.003499,            0.003499,            0.003499
                 199,            0.029665,             0.01303,           0.0019365,             0.85645,             0.77516,             0.81913,             0.45328,            0.026241,           0.0091004,           0.0087646,            0.003466,            0.003466,            0.003466
                 200,            0.033289,            0.013986,           0.0042494,             0.84852,             0.77938,             0.81241,             0.45348,            0.025352,           0.0089486,           0.0085419,            0.003433,            0.003433,            0.003433
                 201,            0.030863,            0.010771,           0.0023631,              0.8329,             0.79711,             0.84512,             0.47077,            0.025596,           0.0089939,           0.0086914,              0.0034,              0.0034,              0.0034
                 202,            0.033522,            0.012523,           0.0035401,             0.86801,             0.73912,             0.84594,             0.47448,             0.02565,           0.0089459,           0.0088165,            0.003367,            0.003367,            0.003367
                 203,            0.033051,            0.011898,           0.0036307,             0.84494,             0.83031,             0.85526,             0.46363,            0.025642,            0.008827,           0.0083099,            0.003334,            0.003334,            0.003334
                 204,             0.03297,            0.013204,           0.0031978,             0.80595,             0.84616,             0.85774,             0.52998,            0.024712,            0.008934,           0.0079193,            0.003301,            0.003301,            0.003301
                 205,            0.032818,            0.013965,           0.0061674,             0.79878,                0.85,             0.86885,             0.53113,            0.024925,           0.0090868,           0.0075836,            0.003268,            0.003268,            0.003268
                 206,            0.031548,            0.011153,           0.0029063,             0.80193,             0.84017,             0.86882,             0.54896,            0.024785,           0.0091348,           0.0073868,            0.003235,            0.003235,            0.003235
                 207,            0.028734,            0.010322,           0.0043081,             0.80287,             0.87528,             0.87879,             0.51975,            0.025479,           0.0092165,           0.0068268,            0.003202,            0.003202,            0.003202
                 208,             0.03062,            0.012537,           0.0024696,             0.86818,             0.78557,             0.87734,             0.54439,            0.024459,           0.0091212,           0.0063614,            0.003169,            0.003169,            0.003169
                 209,            0.028552,            0.013615,           0.0019173,             0.85804,             0.78092,              0.8793,              0.5374,             0.02443,           0.0090387,            0.006015,            0.003136,            0.003136,            0.003136
                 210,            0.028002,            0.010681,           0.0016544,             0.75519,             0.89848,             0.87663,             0.52194,            0.023941,           0.0089185,           0.0059113,            0.003103,            0.003103,            0.003103
                 211,            0.030537,            0.011574,           0.0029277,             0.80171,             0.87451,             0.89065,             0.51714,            0.024281,           0.0089738,           0.0056885,             0.00307,             0.00307,             0.00307
                 212,            0.034427,            0.012585,           0.0026125,             0.79498,             0.88969,             0.89221,             0.53448,             0.02345,            0.008949,           0.0053635,            0.003037,            0.003037,            0.003037
                 213,            0.031966,            0.011548,           0.0046372,             0.79939,             0.89979,              0.8895,              0.5667,            0.023505,           0.0089319,           0.0050728,            0.003004,            0.003004,            0.003004
                 214,             0.02769,            0.012125,           0.0019158,             0.81779,                0.85,             0.89235,             0.54946,            0.023844,           0.0091512,           0.0048843,            0.002971,            0.002971,            0.002971
                 215,            0.028489,            0.012536,           0.0022485,             0.87977,             0.84477,             0.89127,             0.55109,            0.023593,             0.00929,           0.0051315,            0.002938,            0.002938,            0.002938
                 216,            0.029693,            0.011625,           0.0020904,             0.87263,             0.84352,             0.89138,             0.52037,            0.024348,           0.0092704,           0.0052032,            0.002905,            0.002905,            0.002905
                 217,            0.029626,            0.012188,           0.0016202,             0.92955,              0.7375,             0.88441,             0.51108,            0.025296,           0.0094154,           0.0053467,            0.002872,            0.002872,            0.002872
                 218,            0.033199,            0.014682,           0.0023198,             0.86829,             0.82522,             0.88832,             0.52471,            0.024882,           0.0094569,           0.0055191,            0.002839,            0.002839,            0.002839
                 219,            0.030504,            0.010736,           0.0022191,             0.95762,              0.7375,             0.88312,             0.50756,            0.025502,            0.009352,           0.0056305,            0.002806,            0.002806,            0.002806
                 220,            0.029186,            0.012236,           0.0025344,             0.86788,             0.81771,              0.8881,             0.53035,            0.024333,           0.0092509,           0.0057205,            0.002773,            0.002773,            0.002773
                 221,            0.033508,            0.011391,           0.0041539,             0.86983,             0.82407,             0.87858,             0.51456,            0.024584,           0.0092552,           0.0059372,             0.00274,             0.00274,             0.00274
                 222,            0.030089,             0.01136,           0.0017216,             0.83977,                 0.8,             0.87449,             0.51601,             0.02417,           0.0091412,           0.0060318,            0.002707,            0.002707,            0.002707
                 223,            0.033447,            0.011923,           0.0030475,             0.84789,                 0.8,             0.87532,             0.51558,            0.024228,           0.0091796,           0.0060501,            0.002674,            0.002674,            0.002674
                 224,            0.030037,            0.012135,           0.0031958,             0.83893,                 0.8,             0.86591,             0.51157,            0.024327,           0.0091627,           0.0060852,            0.002641,            0.002641,            0.002641
                 225,            0.030448,            0.011551,           0.0030877,             0.80229,                 0.8,             0.86986,             0.51891,            0.024164,           0.0093343,           0.0061951,            0.002608,            0.002608,            0.002608
                 226,            0.028394,            0.014032,           0.0021774,             0.88713,             0.73209,             0.85941,              0.5081,            0.024645,           0.0094392,           0.0064056,            0.002575,            0.002575,            0.002575
                 227,            0.029496,            0.011555,            0.007222,             0.89204,             0.72592,             0.85397,             0.49227,            0.024853,           0.0093381,           0.0069016,            0.002542,            0.002542,            0.002542
                 228,            0.033136,            0.013343,           0.0024805,             0.89102,             0.71792,             0.83172,             0.49085,            0.023968,           0.0091667,           0.0075241,            0.002509,            0.002509,            0.002509
                 229,            0.032526,            0.011913,           0.0027888,             0.80597,              0.7375,             0.81208,             0.47803,            0.024224,           0.0091479,           0.0079254,            0.002476,            0.002476,            0.002476
                 230,            0.031209,             0.01009,           0.0041196,             0.74842,             0.84422,             0.82044,             0.49676,            0.024026,           0.0090888,           0.0082703,            0.002443,            0.002443,            0.002443
                 231,            0.035035,            0.014062,           0.0031977,             0.74507,             0.83331,             0.82537,             0.50406,            0.025309,           0.0092258,           0.0086151,             0.00241,             0.00241,             0.00241
                 232,            0.029993,            0.012714,            0.002074,             0.71379,             0.83705,             0.82541,             0.49736,            0.024263,           0.0091321,           0.0085388,            0.002377,            0.002377,            0.002377
                 233,            0.030529,            0.012831,            0.002649,             0.80472,             0.88325,             0.83879,             0.49624,             0.02511,           0.0093875,           0.0085175,            0.002344,            0.002344,            0.002344
                 234,            0.033009,            0.014032,            0.002991,             0.78595,             0.89234,             0.83884,             0.49973,            0.023896,           0.0093513,           0.0082214,            0.002311,            0.002311,            0.002311
                 235,            0.028514,            0.011947,            0.001773,             0.74346,             0.88784,             0.83432,             0.47012,             0.02422,           0.0093915,           0.0079376,            0.002278,            0.002278,            0.002278
                 236,            0.026785,            0.011764,            0.001688,             0.76924,             0.84854,             0.83894,             0.49022,            0.024291,            0.009496,           0.0076233,            0.002245,            0.002245,            0.002245
                 237,            0.027241,             0.01319,           0.0016012,             0.81966,             0.88777,             0.83635,              0.4996,            0.023854,           0.0094481,           0.0074585,            0.002212,            0.002212,            0.002212
                 238,            0.029555,            0.013356,           0.0020785,             0.81781,             0.89504,             0.83266,             0.49777,            0.024748,           0.0095227,           0.0074951,            0.002179,            0.002179,            0.002179
                 239,            0.026275,            0.011692,           0.0013236,             0.83425,             0.85092,             0.84044,             0.50861,             0.02475,           0.0094812,           0.0075012,            0.002146,            0.002146,            0.002146
                 240,            0.031081,             0.01308,           0.0035107,             0.80091,             0.88833,             0.83384,             0.51449,            0.025852,           0.0096493,           0.0076294,            0.002113,            0.002113,            0.002113
                 241,            0.026809,            0.011976,           0.0016915,             0.83355,             0.89283,             0.84586,             0.49954,            0.024744,           0.0096438,           0.0075623,             0.00208,             0.00208,             0.00208
                 242,            0.029515,            0.011997,           0.0041091,             0.86523,             0.81565,             0.84212,             0.50856,            0.024899,           0.0096607,            0.007901,            0.002047,            0.002047,            0.002047
                 243,            0.032943,            0.011804,           0.0026362,             0.86389,             0.81465,             0.84364,             0.51245,             0.02364,           0.0097082,           0.0079956,            0.002014,            0.002014,            0.002014
                 244,            0.034281,            0.011644,           0.0051953,             0.87087,             0.81221,                0.85,             0.52882,            0.024245,           0.0098724,           0.0079285,            0.001981,            0.001981,            0.001981
                 245,            0.025798,            0.012027,           0.0018594,             0.79482,             0.89767,             0.84897,             0.50482,            0.025683,            0.010012,           0.0079468,            0.001948,            0.001948,            0.001948
                 246,            0.030391,            0.011015,           0.0043233,             0.86098,             0.80785,             0.85792,             0.55094,            0.023546,           0.0099754,             0.00802,            0.001915,            0.001915,            0.001915
                 247,              0.0289,            0.011466,           0.0026112,              0.8632,             0.81458,             0.86659,              0.5279,            0.024024,            0.010094,           0.0080322,            0.001882,            0.001882,            0.001882
                 248,            0.030873,            0.011254,           0.0037314,             0.84616,             0.82936,             0.86772,             0.52569,            0.024198,            0.010222,           0.0080231,            0.001849,            0.001849,            0.001849
                 249,            0.030926,            0.012447,           0.0026608,             0.84169,             0.83963,             0.86779,             0.52408,            0.024727,            0.010197,           0.0080444,            0.001816,            0.001816,            0.001816
                 250,             0.02896,            0.014003,           0.0035669,             0.84886,             0.84012,             0.86107,             0.48051,            0.025745,            0.010286,           0.0081329,            0.001783,            0.001783,            0.001783
                 251,            0.029857,            0.015234,           0.0048146,             0.86316,             0.84374,             0.86479,             0.50618,            0.024968,            0.010202,           0.0081299,             0.00175,             0.00175,             0.00175
                 252,            0.029142,            0.011955,           0.0019438,             0.87081,             0.84839,             0.86476,             0.50398,            0.024693,            0.010143,           0.0081909,            0.001717,            0.001717,            0.001717
                 253,            0.028362,            0.011039,           0.0029994,             0.87633,                0.85,             0.86633,             0.50718,            0.024622,            0.010116,           0.0081818,            0.001684,            0.001684,            0.001684
                 254,            0.031551,            0.013195,           0.0038799,             0.86881,              0.8453,             0.87262,             0.50682,            0.025274,            0.010055,           0.0081726,            0.001651,            0.001651,            0.001651
                 255,            0.030264,            0.011929,           0.0016007,             0.85997,             0.84509,             0.88765,             0.50501,            0.025131,                0.01,           0.0082977,            0.001618,            0.001618,            0.001618
                 256,             0.02834,            0.012676,           0.0020154,             0.85335,             0.84515,             0.88751,             0.52652,            0.024982,           0.0099523,           0.0083313,            0.001585,            0.001585,            0.001585
                 257,            0.027054,            0.011093,           0.0013196,             0.84873,             0.84477,             0.88758,             0.52165,            0.025157,           0.0099082,           0.0084045,            0.001552,            0.001552,            0.001552
                 258,            0.022193,            0.011434,           0.0031204,             0.84884,             0.84518,             0.89083,             0.51015,            0.024468,           0.0098755,           0.0081909,            0.001519,            0.001519,            0.001519
                 259,             0.02825,           0.0098779,            0.001791,             0.84997,             0.84802,              0.8984,              0.5164,            0.023634,           0.0097113,           0.0079773,            0.001486,            0.001486,            0.001486
                 260,            0.028719,            0.011905,           0.0025355,             0.84868,                0.85,             0.90385,             0.55657,            0.023633,           0.0095968,           0.0078156,            0.001453,            0.001453,            0.001453
                 261,            0.033871,            0.010875,           0.0026895,             0.84628,                0.85,              0.9039,             0.55316,            0.023277,           0.0095739,           0.0075958,             0.00142,             0.00142,             0.00142
                 262,            0.029913,            0.012388,           0.0024963,             0.84581,                0.85,             0.90236,             0.53379,             0.02373,           0.0096118,           0.0073334,            0.001387,            0.001387,            0.001387
                 263,            0.029042,            0.013333,           0.0035292,              0.8436,             0.88762,             0.90934,             0.54215,            0.023797,           0.0095849,            0.007283,            0.001354,            0.001354,            0.001354
                 264,            0.026628,           0.0097495,           0.0020272,             0.84755,             0.88982,             0.90947,             0.55633,            0.023393,           0.0095658,           0.0070511,            0.001321,            0.001321,            0.001321
                 265,            0.028305,            0.013059,           0.0017992,             0.84918,             0.88975,             0.90803,             0.54246,            0.023672,           0.0096152,           0.0070099,            0.001288,            0.001288,            0.001288
                 266,            0.029583,            0.011377,           0.0036649,             0.85283,             0.89039,             0.90819,             0.55161,            0.023429,           0.0096247,           0.0068329,            0.001255,            0.001255,            0.001255
                 267,            0.026007,            0.010621,           0.0050123,             0.86855,                0.85,             0.90322,              0.5436,            0.023301,           0.0096304,           0.0068863,            0.001222,            0.001222,            0.001222
                 268,            0.028421,            0.011238,           0.0017125,             0.87008,             0.84607,             0.89575,             0.54177,            0.023812,           0.0096781,           0.0069199,            0.001189,            0.001189,            0.001189
                 269,            0.026513,            0.011559,           0.0022482,             0.81833,             0.88687,             0.88917,             0.53172,            0.023672,           0.0096629,           0.0068939,            0.001156,            0.001156,            0.001156
                 270,            0.028763,            0.010979,           0.0034817,             0.79168,             0.88699,             0.88291,             0.55079,            0.023797,           0.0096838,           0.0069229,            0.001123,            0.001123,            0.001123
                 271,            0.025224,            0.010129,           0.0015427,             0.79185,              0.8868,              0.8857,             0.53831,            0.023813,           0.0096247,            0.006897,             0.00109,             0.00109,             0.00109
                 272,            0.026409,           0.0095999,           0.0024006,             0.79444,             0.88844,             0.87814,             0.52347,            0.023879,           0.0095446,           0.0067291,            0.001057,            0.001057,            0.001057
                 273,             0.02621,            0.011213,           0.0014793,             0.79643,             0.88939,             0.87796,             0.54508,            0.024006,           0.0094893,           0.0067535,            0.001024,            0.001024,            0.001024
                 274,            0.028858,           0.0085327,           0.0024263,             0.79947,             0.89101,             0.87457,             0.54565,            0.023956,           0.0094454,           0.0067047,            0.000991,            0.000991,            0.000991
                 275,            0.025991,            0.010727,           0.0020832,              0.7964,              0.8899,             0.87555,             0.54585,            0.023932,           0.0094397,           0.0067093,            0.000958,            0.000958,            0.000958
                 276,            0.027121,            0.011458,           0.0011388,              0.7954,                0.89,             0.87882,             0.54688,            0.023865,           0.0094035,           0.0066711,            0.000925,            0.000925,            0.000925
                 277,            0.028636,            0.011489,           0.0031145,             0.79576,             0.89035,             0.87619,             0.54726,            0.023816,           0.0093615,           0.0066132,            0.000892,            0.000892,            0.000892
                 278,            0.026186,            0.011293,           0.0075433,             0.79287,             0.88979,             0.88523,              0.5441,            0.023646,           0.0092852,           0.0065613,            0.000859,            0.000859,            0.000859
                 279,            0.027031,            0.010928,           0.0035887,             0.78925,             0.89157,             0.88523,              0.5435,            0.023493,           0.0092146,           0.0064499,            0.000826,            0.000826,            0.000826
                 280,            0.024994,            0.010255,           0.0028218,             0.78946,             0.89247,             0.88517,             0.54347,            0.023643,           0.0091765,           0.0063629,            0.000793,            0.000793,            0.000793
                 281,            0.028433,            0.012905,           0.0032482,             0.78907,             0.89354,             0.88523,             0.54328,             0.02349,           0.0091593,           0.0062744,             0.00076,             0.00076,             0.00076
                 282,            0.030797,             0.01446,           0.0046185,             0.79056,             0.89468,             0.88542,              0.5525,            0.023345,           0.0091155,           0.0061325,            0.000727,            0.000727,            0.000727
                 283,            0.028115,            0.011196,           0.0019282,             0.79066,             0.89503,             0.89028,             0.55847,            0.023462,           0.0090983,           0.0060455,            0.000694,            0.000694,            0.000694
                 284,            0.024107,            0.010183,           0.0011361,              0.7928,             0.89581,             0.89028,             0.54787,            0.023528,           0.0090659,           0.0059601,            0.000661,            0.000661,            0.000661
                 285,            0.028243,           0.0086882,           0.0022464,             0.79332,             0.89835,             0.89169,             0.53949,            0.023419,           0.0090334,           0.0058487,            0.000628,            0.000628,            0.000628
                 286,            0.023453,            0.010417,           0.0013289,              0.7935,                 0.9,             0.89162,             0.54244,            0.023416,           0.0090258,           0.0057861,            0.000595,            0.000595,            0.000595
                 287,            0.028791,            0.012564,           0.0020022,             0.78986,                 0.9,             0.89162,             0.54413,            0.023311,           0.0090163,           0.0057266,            0.000562,            0.000562,            0.000562
                 288,            0.026175,            0.010335,           0.0021435,             0.79108,                 0.9,             0.89162,             0.54428,            0.023216,            0.009001,           0.0057907,            0.000529,            0.000529,            0.000529
                 289,             0.02919,            0.012067,           0.0019734,             0.79102,                 0.9,             0.89156,             0.54418,            0.023179,           0.0090182,           0.0058289,            0.000496,            0.000496,            0.000496
                 290,            0.028682,            0.011828,           0.0022735,             0.78726,                 0.9,             0.89156,             0.54004,            0.023346,           0.0090353,           0.0058304,            0.000463,            0.000463,            0.000463
                 291,             0.02593,            0.010904,           0.0014577,             0.83982,              0.8914,             0.89503,             0.55852,            0.023388,           0.0090315,           0.0058868,             0.00043,             0.00043,             0.00043
                 292,            0.028672,            0.012122,           0.0017496,             0.84157,             0.89354,             0.89356,             0.55476,            0.023369,            0.009043,           0.0059418,            0.000397,            0.000397,            0.000397
                 293,            0.028435,            0.011258,           0.0048433,             0.83999,             0.89037,             0.89345,             0.55361,            0.023372,           0.0090582,           0.0059799,            0.000364,            0.000364,            0.000364
                 294,            0.029509,             0.01355,           0.0018417,             0.83991,             0.89089,             0.89335,             0.55908,            0.023358,           0.0090716,           0.0060165,            0.000331,            0.000331,            0.000331
                 295,            0.026195,            0.010285,           0.0017237,             0.86694,             0.81465,             0.88962,             0.56382,            0.023336,           0.0090582,           0.0060593,            0.000298,            0.000298,            0.000298
                 296,              0.0295,            0.012253,           0.0023126,             0.86635,             0.81569,              0.8883,             0.55358,            0.023397,           0.0090716,           0.0060867,            0.000265,            0.000265,            0.000265
                 297,             0.02661,            0.012867,           0.0015651,             0.86617,             0.81911,             0.88821,              0.5514,            0.023452,           0.0090964,           0.0061279,            0.000232,            0.000232,            0.000232
                 298,            0.026378,             0.01171,           0.0028895,              0.8646,              0.8194,              0.8885,             0.54884,             0.02351,            0.009104,           0.0061508,            0.000199,            0.000199,            0.000199
                 299,            0.025497,           0.0086004,           0.0012228,             0.86454,              0.8191,             0.88839,             0.55087,            0.023525,           0.0091174,           0.0062012,            0.000166,            0.000166,            0.000166
